gene_id,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
AlixG041969,SPU_025548,1.12e-90,271.0,"KOG1695@1|root,KOG1695@2759|Eukaryota,39R3B@33154|Opisthokonta,3BJH6@33208|Metazoa,3D3HE@33213|Bilateria",33208|Metazoa,O,transferase activity,HPGDS,"GO:0000287,GO:0001516,GO:0003674,GO:0003824,GO:0004364,GO:0004601,GO:0004602,GO:0004667,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006575,GO:0006629,GO:0006631,GO:0006633,GO:0006636,GO:0006690,GO:0006692,GO:0006693,GO:0006749,GO:0006790,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008285,GO:0008610,GO:0009058,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016740,GO:0016765,GO:0016853,GO:0016860,GO:0019752,GO:0032787,GO:0033559,GO:0034641,GO:0042127,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043900,GO:0043901,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046456,GO:0046457,GO:0046872,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051186,GO:0051239,GO:0051241,GO:0051716,GO:0055114,GO:0065007,GO:0070887,GO:0071704,GO:0072330,GO:0097237,GO:0098754,GO:0098869,GO:1901564,GO:1901568,GO:1901570,GO:1901576,GO:1905936,GO:1905937,GO:1990748,GO:2000241,GO:2000242,GO:2000254,GO:2000255","2.5.1.18,5.3.99.2",ko:K04097,"ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204",-,"R02266,R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409","RC00004,RC00069,RC00672,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000",-,-,-,"GST_C_3,GST_N"
AlixG041971,SPU_025548,2.05e-100,296.0,"KOG1695@1|root,KOG1695@2759|Eukaryota,39R3B@33154|Opisthokonta,3BJH6@33208|Metazoa,3D3HE@33213|Bilateria",33208|Metazoa,O,transferase activity,HPGDS,"GO:0000287,GO:0001516,GO:0003674,GO:0003824,GO:0004364,GO:0004601,GO:0004602,GO:0004667,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006575,GO:0006629,GO:0006631,GO:0006633,GO:0006636,GO:0006690,GO:0006692,GO:0006693,GO:0006749,GO:0006790,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008285,GO:0008610,GO:0009058,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016740,GO:0016765,GO:0016853,GO:0016860,GO:0019752,GO:0032787,GO:0033559,GO:0034641,GO:0042127,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043900,GO:0043901,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046456,GO:0046457,GO:0046872,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051186,GO:0051239,GO:0051241,GO:0051716,GO:0055114,GO:0065007,GO:0070887,GO:0071704,GO:0072330,GO:0097237,GO:0098754,GO:0098869,GO:1901564,GO:1901568,GO:1901570,GO:1901576,GO:1905936,GO:1905937,GO:1990748,GO:2000241,GO:2000242,GO:2000254,GO:2000255","2.5.1.18,5.3.99.2",ko:K04097,"ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204",-,"R02266,R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409","RC00004,RC00069,RC00672,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000",-,-,-,"GST_C_3,GST_N"
AlixG041972,SPU_017373,9.98e-33,125.0,"KOG1695@1|root,KOG1695@2759|Eukaryota,3A7BK@33154|Opisthokonta,3BTU4@33208|Metazoa",33208|Metazoa,O,"Glutathione S-transferase, C-terminal domain",-,-,"2.5.1.18,5.3.99.2",ko:K04097,"ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204",-,"R02266,R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409","RC00004,RC00069,RC00672,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000",-,-,-,"GST_C_3,GST_N"
AlixG041975,SPU_020234,1.74e-199,567.0,"COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta,3C05J@33208|Metazoa,3DG1S@33213|Bilateria",33208|Metazoa,Q,Cytochrome P450,-,-,1.14.14.1,ko:K07418,"ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913",-,"R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056","RC01184,RC01710,RC01711,RC01723,RC01725","ko00000,ko00001,ko00199,ko01000",-,-,-,p450
AlixG041976,SPU_020234,5.12e-57,191.0,"COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta,3C05J@33208|Metazoa,3DG1S@33213|Bilateria",33208|Metazoa,Q,Cytochrome P450,-,-,1.14.14.1,ko:K07418,"ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913",-,"R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056","RC01184,RC01710,RC01711,RC01723,RC01725","ko00000,ko00001,ko00199,ko01000",-,-,-,p450
AlixG041978,SPU_020233,2.72e-118,355.0,"COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta",33154|Opisthokonta,Q,monooxygenase activity,CYP2U1,"GO:0001676,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006690,GO:0008150,GO:0008152,GO:0008395,GO:0009987,GO:0012505,GO:0016020,GO:0016491,GO:0019369,GO:0019752,GO:0031984,GO:0032787,GO:0033559,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0071704,GO:0097267,GO:0098827,GO:1901568",1.14.14.1,"ko:K07417,ko:K07418,ko:K07422","ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913",-,"R07041,R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056","RC00797,RC01184,RC01710,RC01711,RC01723,RC01725","ko00000,ko00001,ko00199,ko01000",-,-,-,p450
AlixG041983,SPU_003451,1.15e-101,315.0,"KOG3656@1|root,KOG3656@2759|Eukaryota",2759|Eukaryota,O,G-protein coupled receptor activity,-,-,-,ko:K04196,"ko04080,map04080",-,-,-,"ko00000,ko00001,ko04030",-,-,-,7tm_1
AlixG041985,SPU_005757,7.82e-68,227.0,"KOG2504@1|root,KOG2504@2759|Eukaryota,38GN2@33154|Opisthokonta,3B9WM@33208|Metazoa,3CVEZ@33213|Bilateria",33208|Metazoa,G,transmembrane transport,-,-,-,ko:K11810,-,-,-,-,"ko00000,ko02000",2.A.1.13,-,-,MFS_1
AlixG041986,SPU_005757,1.49e-92,295.0,"KOG2504@1|root,KOG2504@2759|Eukaryota,38GN2@33154|Opisthokonta,3B9WM@33208|Metazoa,3CVEZ@33213|Bilateria",33208|Metazoa,G,transmembrane transport,-,-,-,ko:K11810,-,-,-,-,"ko00000,ko02000",2.A.1.13,-,-,MFS_1
AlixG041988,SPU_021084,0.0,1104.0,"COG0513@1|root,KOG3693@1|root,KOG0334@2759|Eukaryota,KOG3693@2759|Eukaryota,38D64@33154|Opisthokonta,3BBWT@33208|Metazoa,3CRBC@33213|Bilateria",33208|Metazoa,O,ATPase inhibitor activity,FNIP1,"GO:0000122,GO:0001775,GO:0001932,GO:0001934,GO:0002327,GO:0002376,GO:0002520,GO:0002521,GO:0002682,GO:0002902,GO:0002904,GO:0003674,GO:0004857,GO:0005085,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006915,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0008219,GO:0008630,GO:0009267,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010466,GO:0010468,GO:0010556,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0010941,GO:0010942,GO:0010951,GO:0012501,GO:0016043,GO:0016310,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030098,GO:0030154,GO:0030162,GO:0030183,GO:0030234,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031334,GO:0031399,GO:0031401,GO:0031667,GO:0031668,GO:0031669,GO:0031929,GO:0032006,GO:0032007,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0033135,GO:0033138,GO:0033554,GO:0035556,GO:0036211,GO:0038202,GO:0042030,GO:0042113,GO:0042325,GO:0042327,GO:0042594,GO:0042981,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043086,GO:0043154,GO:0043170,GO:0043254,GO:0043281,GO:0043412,GO:0044087,GO:0044089,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045321,GO:0045595,GO:0045861,GO:0045892,GO:0045934,GO:0045937,GO:0046649,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048585,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051020,GO:0051087,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051239,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051253,GO:0051336,GO:0051346,GO:0051716,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0070228,GO:0070230,GO:0071496,GO:0071704,GO:0071840,GO:0080090,GO:0097190,GO:0097193,GO:0098772,GO:1901532,GO:1901564,GO:1902531,GO:1902532,GO:1902679,GO:1903506,GO:1903507,GO:1903706,GO:1905456,GO:2000026,GO:2000106,GO:2000108,GO:2000112,GO:2000113,GO:2000116,GO:2000117,GO:2000973,GO:2001141",-,"ko:K20400,ko:K20401","ko04150,map04150",-,-,-,"ko00000,ko00001",-,-,-,"FNIP_C,FNIP_M,FNIP_N"
AlixG041990,SPU_025335,3.79e-40,141.0,"28P7A@1|root,2QQ2X@2759|Eukaryota",2759|Eukaryota,S,epithelial cell maturation,-,-,-,-,-,-,-,-,-,-,-,-,MAPEG
AlixG041991,SPU_025335,1.12e-44,153.0,"28P7A@1|root,2QQ2X@2759|Eukaryota",2759|Eukaryota,S,epithelial cell maturation,-,-,-,-,-,-,-,-,-,-,-,-,MAPEG
AlixG041993,SPU_014434,3.25e-111,335.0,"KOG3656@1|root,KOG3656@2759|Eukaryota,3AQW8@33154|Opisthokonta,3C2NE@33208|Metazoa",33208|Metazoa,S,Serpentine type 7TM GPCR chemoreceptor Srx,-,-,-,"ko:K04160,ko:K04287","ko04020,ko04024,ko04080,ko04726,map04020,map04024,map04080,map04726",-,-,-,"ko00000,ko00001,ko04030",-,-,-,7tm_1
AlixG041994,SPU_011297,7.27e-192,545.0,"KOG0490@1|root,KOG0490@2759|Eukaryota,38T2F@33154|Opisthokonta,3BCIJ@33208|Metazoa,3CX6T@33213|Bilateria",33208|Metazoa,K,sequence-specific DNA binding,DMBX1,"GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001227,GO:0001654,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006355,GO:0006357,GO:0007275,GO:0007346,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007610,GO:0007626,GO:0007631,GO:0008150,GO:0008343,GO:0008344,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0022008,GO:0030154,GO:0030534,GO:0030901,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032991,GO:0040007,GO:0042802,GO:0042803,GO:0043010,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045595,GO:0045892,GO:0045934,GO:0046982,GO:0046983,GO:0048513,GO:0048519,GO:0048523,GO:0048589,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051172,GO:0051239,GO:0051252,GO:0051253,GO:0051726,GO:0051960,GO:0060041,GO:0060255,GO:0060284,GO:0060322,GO:0061074,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902866,GO:1903506,GO:1903507,GO:1990837,GO:2000026,GO:2000112,GO:2000113,GO:2001141",-,-,-,-,-,-,-,-,-,-,"Homeobox,OAR"
AlixG041997,SPU_011022,4.58e-122,411.0,"COG0194@1|root,KOG3528@1|root,KOG0708@2759|Eukaryota,KOG3528@2759|Eukaryota,38MWZ@33154|Opisthokonta,3BHXY@33208|Metazoa,3CW3K@33213|Bilateria",33208|Metazoa,T,large homolog,DLG5,"GO:0000003,GO:0001655,GO:0001656,GO:0001667,GO:0001738,GO:0001763,GO:0001822,GO:0001837,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002376,GO:0002682,GO:0002683,GO:0002694,GO:0002695,GO:0003006,GO:0003674,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005815,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005929,GO:0006928,GO:0006955,GO:0006959,GO:0007043,GO:0007154,GO:0007155,GO:0007162,GO:0007163,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007399,GO:0007417,GO:0007420,GO:0008013,GO:0008092,GO:0008104,GO:0008150,GO:0008285,GO:0008589,GO:0009605,GO:0009607,GO:0009653,GO:0009887,GO:0009888,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010631,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010975,GO:0010976,GO:0014069,GO:0015630,GO:0016020,GO:0016043,GO:0016477,GO:0019730,GO:0019953,GO:0022008,GO:0022407,GO:0022408,GO:0022412,GO:0022414,GO:0022607,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030011,GO:0030054,GO:0030154,GO:0030155,GO:0030159,GO:0030323,GO:0030324,GO:0030334,GO:0030336,GO:0030707,GO:0030855,GO:0030859,GO:0030901,GO:0031344,GO:0031346,GO:0032279,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032944,GO:0032945,GO:0032947,GO:0033036,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0035088,GO:0035239,GO:0035295,GO:0035330,GO:0035331,GO:0035332,GO:0035556,GO:0036064,GO:0040011,GO:0040012,GO:0040013,GO:0042127,GO:0042129,GO:0042130,GO:0042995,GO:0043207,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043297,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044703,GO:0045176,GO:0045177,GO:0045186,GO:0045197,GO:0045202,GO:0045216,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045880,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048699,GO:0048729,GO:0048731,GO:0048754,GO:0048762,GO:0048856,GO:0048869,GO:0048870,GO:0050670,GO:0050672,GO:0050767,GO:0050769,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050863,GO:0050865,GO:0050866,GO:0050868,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051239,GO:0051240,GO:0051249,GO:0051250,GO:0051270,GO:0051271,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0051960,GO:0051962,GO:0051963,GO:0051965,GO:0060284,GO:0060322,GO:0060425,GO:0060429,GO:0060441,GO:0060485,GO:0060541,GO:0060562,GO:0060998,GO:0060999,GO:0061138,GO:0061245,GO:0065003,GO:0065007,GO:0065008,GO:0070161,GO:0070663,GO:0070664,GO:0071840,GO:0071896,GO:0071944,GO:0072001,GO:0072044,GO:0072205,GO:0090130,GO:0090132,GO:0097458,GO:0098609,GO:0098794,GO:0098984,GO:0099572,GO:0120025,GO:0120035,GO:0120038,GO:1900006,GO:1902414,GO:1902531,GO:1902532,GO:1902533,GO:1903037,GO:1903038,GO:2000026,GO:2000145,GO:2000146",-,-,-,-,-,-,-,-,-,-,"CARD,Guanylate_kin,PDZ,Takusan,dbPDZ_assoc"
AlixG042015,SPU_018221,0.0,1215.0,"KOG2208@1|root,KOG4374@1|root,KOG2208@2759|Eukaryota,KOG4374@2759|Eukaryota,38BCK@33154|Opisthokonta,3BI4S@33208|Metazoa,3CZ80@33213|Bilateria",33208|Metazoa,AI,RNA binding,BICC1,"GO:0000226,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0006417,GO:0006996,GO:0007010,GO:0007017,GO:0007275,GO:0007319,GO:0007368,GO:0007389,GO:0007507,GO:0008104,GO:0008150,GO:0009799,GO:0009855,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010646,GO:0010648,GO:0016043,GO:0017148,GO:0019222,GO:0023051,GO:0023057,GO:0030029,GO:0030036,GO:0030111,GO:0030178,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0033036,GO:0034248,GO:0034249,GO:0046011,GO:0048513,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051179,GO:0051246,GO:0051248,GO:0060255,GO:0060828,GO:0065007,GO:0071840,GO:0072359,GO:0080090,GO:0090090,GO:0097159,GO:1901363,GO:2000112,GO:2000113",-,ko:K18756,-,-,-,-,"ko00000,ko03019",-,-,-,"KH_1,SAM_1"
AlixG042021,SPU_017582,5.2e-37,139.0,"COG2124@1|root,KOG0156@2759|Eukaryota,39TR9@33154|Opisthokonta,3BCD7@33208|Metazoa,3CVMS@33213|Bilateria",33208|Metazoa,Q,"Cytochrome P450, family",-,-,"1.14.14.1,1.14.14.19,1.14.14.32","ko:K00512,ko:K07408,ko:K07414","ko00140,ko00380,ko00830,ko00980,ko01100,ko04726,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map01100,map04726,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08390,R08392,R08517,R08518,R09418,R09423,R09442","RC00046,RC00607,RC00660,RC00661,RC00704,RC00723,RC00724,RC00923,RC01222,RC01444,RC01445,RC01727,RC01732,RC01733,RC02531","ko00000,ko00001,ko00002,ko00199,ko01000",-,-,-,p450
AlixG042021-T2,SPU_007409,5.62e-177,512.0,"COG2124@1|root,KOG0156@2759|Eukaryota,39TR9@33154|Opisthokonta,3BCD7@33208|Metazoa,3CVMS@33213|Bilateria",33208|Metazoa,Q,"Cytochrome P450, family",-,-,"1.14.14.1,1.14.14.19,1.14.14.32","ko:K00512,ko:K07408,ko:K07414","ko00140,ko00380,ko00830,ko00980,ko01100,ko04726,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map01100,map04726,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08390,R08392,R08517,R08518,R09418,R09423,R09442","RC00046,RC00607,RC00660,RC00661,RC00704,RC00723,RC00724,RC00923,RC01222,RC01444,RC01445,RC01727,RC01732,RC01733,RC02531","ko00000,ko00001,ko00002,ko00199,ko01000",-,-,-,p450
AlixG042021-T3,SPU_007409,5.83e-240,674.0,"COG2124@1|root,KOG0156@2759|Eukaryota,39TR9@33154|Opisthokonta,3BCD7@33208|Metazoa,3CVMS@33213|Bilateria",33208|Metazoa,Q,"Cytochrome P450, family",-,-,"1.14.14.1,1.14.14.19,1.14.14.32","ko:K00512,ko:K07408,ko:K07414","ko00140,ko00380,ko00830,ko00980,ko01100,ko04726,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map01100,map04726,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08390,R08392,R08517,R08518,R09418,R09423,R09442","RC00046,RC00607,RC00660,RC00661,RC00704,RC00723,RC00724,RC00923,RC01222,RC01444,RC01445,RC01727,RC01732,RC01733,RC02531","ko00000,ko00001,ko00002,ko00199,ko01000",-,-,-,p450
AlixG042025,SPU_007409,2.04e-172,499.0,"COG2124@1|root,KOG0156@2759|Eukaryota,39TR9@33154|Opisthokonta,3BCD7@33208|Metazoa,3CVMS@33213|Bilateria",33208|Metazoa,Q,"Cytochrome P450, family",-,-,"1.14.14.1,1.14.14.19,1.14.14.32","ko:K00512,ko:K07408,ko:K07414","ko00140,ko00380,ko00830,ko00980,ko01100,ko04726,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00980,map01100,map04726,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R07000,R07001,R07021,R07022,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R08390,R08392,R08517,R08518,R09418,R09423,R09442","RC00046,RC00607,RC00660,RC00661,RC00704,RC00723,RC00724,RC00923,RC01222,RC01444,RC01445,RC01727,RC01732,RC01733,RC02531","ko00000,ko00001,ko00002,ko00199,ko01000",-,-,-,p450
AlixG042027,SPU_005195,5.64e-93,298.0,"KOG0255@1|root,KOG0255@2759|Eukaryota",2759|Eukaryota,GM,solute carrier family 22,-,-,-,"ko:K08202,ko:K08203,ko:K08211","ko05231,map05231",-,-,-,"ko00000,ko00001,ko02000","2.A.1.19,2.A.1.19.2,2.A.1.19.3,2.A.1.19.4",-,-,"MFS_1,Sugar_tr"
AlixG042030,SPU_005196,9.97e-114,351.0,"KOG0255@1|root,KOG0255@2759|Eukaryota,38FJ1@33154|Opisthokonta,3B9N9@33208|Metazoa,3CT4W@33213|Bilateria",33208|Metazoa,O,organic anion transmembrane transporter activity,-,"GO:0001504,GO:0001505,GO:0001692,GO:0001694,GO:0001761,GO:0001762,GO:0003008,GO:0003333,GO:0003674,GO:0005215,GO:0005326,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006576,GO:0006725,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006865,GO:0007275,GO:0007568,GO:0007600,GO:0007601,GO:0008150,GO:0008152,GO:0008324,GO:0008340,GO:0008509,GO:0008514,GO:0009058,GO:0009308,GO:0009309,GO:0009314,GO:0009416,GO:0009453,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009605,GO:0009628,GO:0009636,GO:0009987,GO:0010033,GO:0010259,GO:0015075,GO:0015101,GO:0015171,GO:0015175,GO:0015318,GO:0015695,GO:0015711,GO:0015804,GO:0015849,GO:0016020,GO:0016021,GO:0018130,GO:0019438,GO:0022857,GO:0030424,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0033267,GO:0034220,GO:0034641,GO:0040011,GO:0042133,GO:0042136,GO:0042221,GO:0042330,GO:0042331,GO:0042401,GO:0042493,GO:0042886,GO:0042887,GO:0042995,GO:0043005,GO:0043679,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044306,GO:0044425,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045117,GO:0045202,GO:0045471,GO:0046483,GO:0046677,GO:0046942,GO:0046943,GO:0046956,GO:0048856,GO:0050877,GO:0050896,GO:0050906,GO:0050908,GO:0050953,GO:0050962,GO:0051179,GO:0051234,GO:0051606,GO:0052128,GO:0052803,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072337,GO:0072349,GO:0097164,GO:0097305,GO:0097458,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:0098793,GO:0120025,GO:0120038,GO:0150034,GO:1901360,GO:1901362,GO:1901474,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1903825,GO:1905039,GO:1905130,GO:1905131",-,ko:K08202,"ko05231,map05231",-,-,-,"ko00000,ko00001,ko02000","2.A.1.19.2,2.A.1.19.3",-,-,"MFS_1,Sugar_tr"
